IPO Date,Symbol,Company Name,IPO Price,Current,Return,Related People,Description,Country,Industry,Sector,People
"May 26, 2021",FLYW,Flywire Corporation,$24.00,$15.39,-35.88%,"Michael Massaro (Chief Executive Officer and Director), Robert Orgel (President and Chief Operating Officer), David R. King (Chief Technology Officer), Sharon Butler (Executive Vice President of Global Education), Cosmin Pitigoi (Chief Financial Officer and Principal Financial and Accounting Officer), Barbara Cousins (CIO, CISO and Head of Internal Audit), Akil Hollis (Vice President of Financial Planning and Analysis and Investor Relations), Peter Butterfield (General Counsel and Chief Compliance Officer), Allison MacLeod (Chief Marketing Officer), Uday Seth (Senior Vice President of Business Operations and Corporate Development)","Flywire Corporation, together with its subsidiaries, operates as a payments enablement and software company in the United States and internationally.",United States,Software - Infrastructure,Technology,"{'Michael Massaro': 'Chief Executive Officer and Director', 'Robert Orgel': 'President and Chief Operating Officer', 'David R. King': 'Chief Technology Officer', 'Sharon Butler': 'Executive Vice President of Global Education', 'Cosmin Pitigoi': 'Chief Financial Officer and Principal Financial and Accounting Officer', 'Barbara Cousins': 'CIO, CISO and Head of Internal Audit', 'Akil Hollis': 'Vice President of Financial Planning and Analysis and Investor Relations', 'Peter Butterfield': 'General Counsel and Chief Compliance Officer', 'Allison MacLeod': 'Chief Marketing Officer', 'Uday Seth': 'Senior Vice President of Business Operations and Corporate Development'}"
"May 26, 2021",ZIP,"ZipRecruiter, Inc.",$18.00,$8.61,-52.17%,"Ian H. Siegel (Co-Founder, Chief Executive Officer and Chairman of the Board), David Travers (President), Timothy G. Yarbrough (Executive Vice President and Chief Financial Officer), Qasim Saifee (Chief Operating Officer), Amy Garefis (Chief People Officer), Lora Bartolome (Principal Accounting Officer and Controller), Boris Shimanovsky (Executive Vice President and Chief Technology Officer), Ryan T. Sakamoto J.D. (Executive Vice President, Chief Legal Officer and Secretary), Shauna Wynne (Public Relations Manager), Elliot Wilson (Executive Vice President of Sales and Support)","ZipRecruiter, Inc., together with its subsidiaries, operates a marketplace that connects job seekers and employers in the United States and internationally.",United States,Staffing & Employment Services,Industrials,"{'Ian H. Siegel': 'Co-Founder, Chief Executive Officer and Chairman of the Board', 'David Travers': 'President', 'Timothy G. Yarbrough': 'Executive Vice President and Chief Financial Officer', 'Qasim Saifee': 'Chief Operating Officer', 'Amy Garefis': 'Chief People Officer', 'Lora Bartolome': 'Principal Accounting Officer and Controller', 'Boris Shimanovsky': 'Executive Vice President and Chief Technology Officer', 'Ryan T. Sakamoto J.D.': 'Executive Vice President, Chief Legal Officer and Secretary', 'Shauna Wynne': 'Public Relations Manager', 'Elliot Wilson': 'Executive Vice President of Sales and Support'}"
"May 26, 2021",DYNS,Dynamics Special Purpose Corp.,$10.00,$7.51,-24.90%,"Dr. Timothy K. Lu M.D., Ph.D. (Co-founder, Chief Executive Officer, President and Director), Dr. James J. Collins Ph.D. (Scientific Co-Founder, Chairperson of Scientific Advisory Board and Independent Director), Dr. Deborah A. Knobelman Ph.D. (Chief Financial Officer, Head of Corporate Development and Treasurer), Susan D. Berland (Senior Financial Executive and Independent Director), Dr. Kanya Rajangam M.D., Ph.D. (Head of Research and Development and Chief Medical Officer), Dr. Wilson Wong Ph.D. (Scientific Co-Founder and Member of Scientific Advisory Board), Mike Rhee (Senior Vice President of Legal Affairs and Corporate Secretary), Susan Kahlert (Controller)","Senti Biosciences, Inc. operates as a preclinical biotechnology company that develops next-generation cell and gene therapies engineered with its gene circuit platform technologies for various diseases.",United States,Biotechnology,Healthcare,"{'Dr. Timothy K. Lu M.D., Ph.D.': 'Co-founder, Chief Executive Officer, President and Director', 'Dr. James J. Collins Ph.D.': 'Scientific Co-Founder, Chairperson of Scientific Advisory Board and Independent Director', 'Dr. Deborah A. Knobelman Ph.D.': 'Chief Financial Officer, Head of Corporate Development and Treasurer', 'Susan D. Berland': 'Senior Financial Executive and Independent Director', 'Dr. Kanya Rajangam M.D., Ph.D.': 'Head of Research and Development and Chief Medical Officer', 'Dr. Wilson Wong Ph.D.': 'Scientific Co-Founder and Member of Scientific Advisory Board', 'Mike Rhee': 'Senior Vice President of Legal Affairs and Corporate Secretary', 'Susan Kahlert': 'Controller'}"
"May 25, 2021",FWAC,Fifth Wall Acquisition Corp. III,$10.00,$6.05,-39.50%,"Manuel Chavez III (Chairman of the Board and Chief Executive Officer), Stephanie L. Hogue B.S., M.B.A. (President, Secretary, Treasurer, Chief Financial Officer and Director), Adam Fraser (Senior Vice President of Sales), Nikki Sacks (Managing Director, ICR Inc, LLC)","Mobile Infrastructure Corporation (formerly known as Fifth Wall Acquisition Corp. III or ""FWAC"") is a Maryland corporation.",United States,Infrastructure Operations,Industrials,"{'Manuel Chavez III': 'Chairman of the Board and Chief Executive Officer', 'Stephanie L. Hogue B.S., M.B.A.': 'President, Secretary, Treasurer, Chief Financial Officer and Director', 'Adam Fraser': 'Senior Vice President of Sales', 'Nikki Sacks': 'Managing Director, ICR Inc, LLC'}"
"May 21, 2021",GFOR,NKGen Biotech Inc,$10.00,$6.69,-34.40%,"Dr. Paul Y. Song M.D. (Chief Executive Officer and Chairman), Sangwoo Park (Executive Director), James A. Graf (Interim Chief Financial Officer), Pierre Gagnon (Chief Operating Officer), Yoonmi Kang (Vice President of Technical Operations), Dr. Yong Man Kim Ph.D. (Chief Scientific Officer), Denise A. Chua CLS, MBA, MT (ASCP) (Vice President of Investor Relations and Corporate Communications), Irene Chang (Vice President of Human Resources), Ryan Park C.F.A. (SVice President of Financial Planning and Analysis and Corporate Strategy)","NKGen Biotech, Inc. operates as a clinical-stage biotechnology company that focuses on the development and commercialization of autologous, allogeneic, and CAR-NK natural killer cell therapies.",United States,Biotechnology,Healthcare,"{'Dr. Paul Y. Song M.D.': 'Chief Executive Officer and Chairman', 'Sangwoo Park': 'Executive Director', 'James A. Graf': 'Interim Chief Financial Officer', 'Pierre Gagnon': 'Chief Operating Officer', 'Yoonmi Kang': 'Vice President of Technical Operations', 'Dr. Yong Man Kim Ph.D.': 'Chief Scientific Officer', 'Denise A. Chua CLS, MBA, MT (ASCP)': 'Vice President of Investor Relations and Corporate Communications', 'Irene Chang': 'Vice President of Human Resources', 'Ryan Park C.F.A.': 'SVice President of Financial Planning and Analysis and Corporate Strategy'}"
"May 20, 2021",PCOR,"Procore Technologies, Inc.",$67.00,$63.25,-5.60%,"Craig F. Courtemanche Jr. (Founder, Chairman, Chief Executive Officer and President), Steven S. Davis (President of Product and Technology), Benjamin C. Singer Esq. (Chief Legal Officer and Corporate Secretary), Paul E. Lyandres (President of Fintech), Joy Driscoll Durling (Chief Data Officer), Howard Fu (Chief Financial Officer and Treasurer), William Fred Fleming Jr. (SVice President, Corporate Controller and Principal Accounting Officer), Matthew Puljiz (Vice President of Investor Relations), Bill Crawford (Senior Vice President of Global Sales), Sarah Hodges (Chief Marketing Officer)","Procore Technologies, Inc. engages in the provision of a cloud-based construction management platform and related software products in the United States and internationally.",United States,Software - Application,Technology,"{'Craig F. Courtemanche Jr.': 'Founder, Chairman, Chief Executive Officer and President', 'Steven S. Davis': 'President of Product and Technology', 'Benjamin C. Singer Esq.': 'Chief Legal Officer and Corporate Secretary', 'Paul E. Lyandres': 'President of Fintech', 'Joy Driscoll Durling': 'Chief Data Officer', 'Howard Fu': 'Chief Financial Officer and Treasurer', 'William Fred Fleming Jr.': 'SVice President, Corporate Controller and Principal Accounting Officer', 'Matthew Puljiz': 'Vice President of Investor Relations', 'Bill Crawford': 'Senior Vice President of Global Sales', 'Sarah Hodges': 'Chief Marketing Officer'}"
"May 20, 2021",OTLY,Oatly Group AB,$17.00,$1.00,-94.15%,"Jean-Christophe Flatin (Chief Executive Officer), Marie-Jose David (Chief Financial Officer), Daniel Ordonez (Chief Operating Officer), Brian Kearney (Vice President of Investor Relations), Christel Kinning (Chief Transformation and People Officer), John Schoolcraft (Chief Creative Officer), Sofia Ehlde (Executive Vice President of Food Innovation), David Zhang (President of Greater China), Fredrik Frimodig (Chief Business Technology Officer), Helge Weitz (President of North America)","Oatly Group AB, an oatmilk company, provides a range of plant-based dairy products made from oats in Europe, the Middle East, Africa, the Americas, and Asia.",Sweden,Packaged Foods,Consumer Staples,"{'Jean-Christophe Flatin': 'Chief Executive Officer', 'Marie-Jose David': 'Chief Financial Officer', 'Daniel Ordonez': 'Chief Operating Officer', 'Brian Kearney': 'Vice President of Investor Relations', 'Christel Kinning': 'Chief Transformation and People Officer', 'John Schoolcraft': 'Chief Creative Officer', 'Sofia Ehlde': 'Executive Vice President of Food Innovation', 'David Zhang': 'President of Greater China', 'Fredrik Frimodig': 'Chief Business Technology Officer', 'Helge Weitz': 'President of North America'}"
"May 19, 2021",SQSP,"Squarespace, Inc.",$50.00,$43.55,-12.90%,"Anthony Casalena (Founder, President, Chief Executive Officer and Chairperson of the Board), Nathan Gooden (Chief Financial Officer and Treasurer), Paul Gubbay (Chief Product Officer), John Colton (Chief Technology Officer), Clare Perry (Head of Investor Relations), Courtenay O'Connor (General Counsel and Secretary), Kinjil Mathur (Chief Marketing Officer), Jarlath Doherty (Chief People Officer), David Lee (Chief Creative Officer), Raphael Fontes (Senior Vice President of Customer Operations)","Squarespace, Inc. operates platform for businesses and independent creators to build online presence, grow their brands, and manage their businesses across the internet in the United States and internationally.",United States,Software - Infrastructure,Technology,"{'Anthony Casalena': 'Founder, President, Chief Executive Officer and Chairperson of the Board', 'Nathan Gooden': 'Chief Financial Officer and Treasurer', 'Paul Gubbay': 'Chief Product Officer', 'John Colton': 'Chief Technology Officer', 'Clare Perry': 'Head of Investor Relations', ""Courtenay O'Connor"": 'General Counsel and Secretary', 'Kinjil Mathur': 'Chief Marketing Officer', 'Jarlath Doherty': 'Chief People Officer', 'David Lee': 'Chief Creative Officer', 'Raphael Fontes': 'Senior Vice President of Customer Operations'}"
"May 18, 2021",POND,Angel Pond Holdings Corporation,$10.00,$6.70,11.00%,"Paul Augustine O'Brien (Chief Executive Officer), Conor John McCarthy (Chief Financial Officer), Laura Wang (Vice President of Digital Marketing and Operations), Iris Herrera Whitney (Vice President of Marketing), Bill Munger (Vice President of Global Human Resources), Manjot Singh (Field Chief Technology Officer and Head of Performance Engineering), Thomas Siegel (Chief Revenue Officer), Chris Creger (Chief Restructuring Officer)","MariaDB plc operates as a cloud database company in North and South America, Europe, the Middle East, Africa, and the Asia Pacific.",United States,Software - Infrastructure,Technology,"{""Paul Augustine O'Brien"": 'Chief Executive Officer', 'Conor John McCarthy': 'Chief Financial Officer', 'Laura Wang': 'Vice President of Digital Marketing and Operations', 'Iris Herrera Whitney': 'Vice President of Marketing', 'Bill Munger': 'Vice President of Global Human Resources', 'Manjot Singh': 'Field Chief Technology Officer and Head of Performance Engineering', 'Thomas Siegel': 'Chief Revenue Officer', 'Chris Creger': 'Chief Restructuring Officer'}"
"May 18, 2021",JZXN,"Jiuzi Holdings, Inc.",$5.00,$0.37,-92.60%,"Francis Zhang (Chief Financial Officer), Qi Zhang (Chief Operating Officer), Tao Li (Chief Executive Officer and Director)","Jiuzi Holdings, Inc., through its subsidiary, Zhejiang Jiuzi New Energy Vehicles Co., Ltd., franchises and operates retail stores under the Jiuzi brand that sell new energy vehicles, plug-in electric vehicles, and related components and parts in the People's Republic of China.",China,Auto & Truck Dealerships,Consumer Discretionary,"{'Francis Zhang': 'Chief Financial Officer', 'Qi Zhang': 'Chief Operating Officer', 'Tao Li': 'Chief Executive Officer and Director'}"
"May 14, 2021",VERA,"Vera Therapeutics, Inc.",$11.00,$35.53,223.00%,"Dr. Marshall W. Fordyce M.D. (Founder, President, Chief Executive Officer and Director), Sean P. Grant M.B.A. (Chief Financial Officer), Joseph R. Young M.B.A. (Senior Vice President of Finance and Chief Accounting Officer), Julien E. Capers J.D. (Vice President and Head of Legal), Kelly Rauber (Vice President and Head of Human Resources), Tom Doan (Senior Vice President of Development Operations), Lauren Frenz (Chief Business Officer), Dr. Neeraj Pakala M.B.A., Ph.D. (Senior Vice President and Head of Product Development and Manufacturing), Dr. Kerry Cooper M.D. (Senior Vice President of Medical Affairs), Dr. Robert M. Brenner M.D. (Chief Medical Officer)","Vera Therapeutics, Inc., a clinical stage biotechnology company, focuses on developing and commercializing treatments for patients with serious immunological diseases.",United States,Biotechnology,Healthcare,"{'Dr. Marshall W. Fordyce M.D.': 'Founder, President, Chief Executive Officer and Director', 'Sean P. Grant M.B.A.': 'Chief Financial Officer', 'Joseph R. Young M.B.A.': 'Senior Vice President of Finance and Chief Accounting Officer', 'Julien E. Capers J.D.': 'Vice President and Head of Legal', 'Kelly Rauber': 'Vice President and Head of Human Resources', 'Tom Doan': 'Senior Vice President of Development Operations', 'Lauren Frenz': 'Chief Business Officer', 'Dr. Neeraj Pakala M.B.A., Ph.D.': 'Senior Vice President and Head of Product Development and Manufacturing', 'Dr. Kerry Cooper M.D.': 'Senior Vice President of Medical Affairs', 'Dr. Robert M. Brenner M.D.': 'Chief Medical Officer'}"
"May 14, 2021",EJH,E-Home Household Service Holdings Limited,$4.50,$0.87,-80.76%,"Wenshan Xie (Chairman and Chief Executive Officer), Dr. Chunsheng Zhu Ph.D. (Chief Financial Officer and Director)","E-Home Household Service Holdings Limited, together with its subsidiaries, engages in the operation of household services in the People's Republic of China.",China,Personal Services,Consumer Discretionary,"{'Wenshan Xie': 'Chairman and Chief Executive Officer', 'Dr. Chunsheng Zhu Ph.D.': 'Chief Financial Officer and Director'}"
"May 14, 2021",DBGI,"Digital Brands Group, Inc.",$4.15,$1.45,-65.06%,"John Hilburn Davis IV (President, Chief Executive Officer and Director), Reid William Yeoman (Chief Financial Officer), Laura Dowling (Chief Marketing Officer), Baxter Ross (Director of Technology), Isadora Hu (Operations Director and Secretary)","Digital Brands Group, Inc. engages in the provision of apparel products under various brands on direct-to-consumer and wholesale basis.",United States,Apparel Retail,Consumer Discretionary,"{'John Hilburn Davis IV': 'President, Chief Executive Officer and Director', 'Reid William Yeoman': 'Chief Financial Officer', 'Laura Dowling': 'Chief Marketing Officer', 'Baxter Ross': 'Director of Technology', 'Isadora Hu': 'Operations Director and Secretary'}"
